"No.","Time","Source","Destination","Protocol","Length","Info"
"773","0.390160","","","CAN","40","ID: 380 (0x17c), Length: 8"
"774","0.390165","","","CAN","40","ID: 398 (0x18e), Length: 3"
"775","0.390167","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"776","0.390169","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"777","0.391580","","","CAN","40","ID: 387 (0x183), Length: 8"
"778","0.391585","","","CAN","40","ID: 323 (0x143), Length: 4"
"779","0.394558","","","CAN","40","ID: 149 (0x095), Length: 8"
"780","0.394564","","","CAN","40","ID: 57 (0x039), Length: 2"
"781","0.394566","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"782","0.394568","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"783","0.394570","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"784","0.395937","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"785","0.395943","","","CAN","40","ID: 358 (0x166), Length: 4"
"786","0.397505","","","CAN","40","ID: 344 (0x158), Length: 8"
"787","0.397511","","","CAN","40","ID: 353 (0x161), Length: 8"
"788","0.397513","","","CAN","40","ID: 401 (0x191), Length: 7"
"789","0.398863","","","CAN","40","ID: 307 (0x133), Length: 5"
"790","0.398869","","","CAN","40","ID: 310 (0x136), Length: 8"
"791","0.398871","","","CAN","40","ID: 314 (0x13a), Length: 8"
"792","0.398873","","","CAN","40","ID: 319 (0x13f), Length: 8"
"793","0.398874","","","CAN","40","ID: 356 (0x164), Length: 8"
"794","0.399632","","","CAN","40","ID: 589 (0x24d), Length: 5"
"795","0.400247","","","CAN","40","ID: 380 (0x17c), Length: 8"
"796","0.400253","","","CAN","40","ID: 398 (0x18e), Length: 3"
"797","0.400255","","","CAN","40","ID: 660 (0x294), Length: 8"
"798","0.400256","","","CAN","40","ID: 542 (0x21e), Length: 7"
"799","0.400258","","","CAN","40","ID: 777 (0x309), Length: 8"
"800","0.400260","","","CAN","40","ID: 1064 (0x428), Length: 7"
"801","0.402023","","","CAN","40","ID: 1029 (0x405), Length: 8"
"802","0.402029","","","CAN","40","ID: 387 (0x183), Length: 8"
"803","0.402031","","","CAN","40","ID: 323 (0x143), Length: 4"
"804","0.403429","","","CAN","40","ID: 149 (0x095), Length: 8"
"805","0.406234","","","CAN","40","ID: 358 (0x166), Length: 4"
"806","0.407652","","","CAN","40","ID: 344 (0x158), Length: 8"
"807","0.407657","","","CAN","40","ID: 353 (0x161), Length: 8"
"808","0.407659","","","CAN","40","ID: 401 (0x191), Length: 7"
"809","0.407661","","","CAN","40","ID: 57 (0x039), Length: 2"
"810","0.409072","","","CAN","40","ID: 307 (0x133), Length: 5"
"811","0.409076","","","CAN","40","ID: 310 (0x136), Length: 8"
"812","0.409078","","","CAN","40","ID: 314 (0x13a), Length: 8"
"813","0.409079","","","CAN","40","ID: 319 (0x13f), Length: 8"
"814","0.409085","","","CAN","40","ID: 356 (0x164), Length: 8"
"815","0.409087","","","CAN","40","ID: 380 (0x17c), Length: 8"
"816","0.410607","","","CAN","40","ID: 589 (0x24d), Length: 5"
"817","0.410617","","","CAN","40","ID: 398 (0x18e), Length: 3"
"818","0.410620","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"819","0.410622","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"820","0.410624","","","CAN","40","ID: 387 (0x183), Length: 8"
"821","0.412019","","","CAN","40","ID: 323 (0x143), Length: 4"
"822","0.413434","","","CAN","40","ID: 149 (0x095), Length: 8"
"823","0.414853","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"824","0.414859","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"825","0.414861","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"826","0.414863","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"827","0.416191","","","CAN","40","ID: 358 (0x166), Length: 4"
"828","0.417688","","","CAN","40","ID: 344 (0x158), Length: 8"
"829","0.417694","","","CAN","40","ID: 353 (0x161), Length: 8"
"830","0.417696","","","CAN","40","ID: 401 (0x191), Length: 7"
"831","0.419106","","","CAN","40","ID: 307 (0x133), Length: 5"
"832","0.419113","","","CAN","40","ID: 310 (0x136), Length: 8"
"833","0.419114","","","CAN","40","ID: 314 (0x13a), Length: 8"
"834","0.419116","","","CAN","40","ID: 319 (0x13f), Length: 8"
"835","0.419117","","","CAN","40","ID: 356 (0x164), Length: 8"
"836","0.419119","","","CAN","40","ID: 380 (0x17c), Length: 8"
"837","0.420526","","","CAN","40","ID: 398 (0x18e), Length: 3"
"838","0.421853","","","CAN","40","ID: 589 (0x24d), Length: 5"
"839","0.421861","","","CAN","40","ID: 387 (0x183), Length: 8"
"840","0.421865","","","CAN","40","ID: 57 (0x039), Length: 2"
"841","0.421866","","","CAN","40","ID: 323 (0x143), Length: 4"
"842","0.421868","","","CAN","40","ID: 773 (0x305), Length: 2"
"843","0.423259","","","CAN","40","ID: 149 (0x095), Length: 8"
"844","0.426093","","","CAN","40","ID: 358 (0x166), Length: 4"
"845","0.427636","","","CAN","40","ID: 344 (0x158), Length: 8"
"846","0.427642","","","CAN","40","ID: 353 (0x161), Length: 8"
"847","0.427644","","","CAN","40","ID: 401 (0x191), Length: 7"
"848","0.429042","","","CAN","40","ID: 307 (0x133), Length: 5"
"849","0.429048","","","CAN","40","ID: 310 (0x136), Length: 8"
"850","0.429050","","","CAN","40","ID: 314 (0x13a), Length: 8"
"851","0.429051","","","CAN","40","ID: 319 (0x13f), Length: 8"
"852","0.429053","","","CAN","40","ID: 356 (0x164), Length: 8"
"853","0.429054","","","CAN","40","ID: 380 (0x17c), Length: 8"
"854","0.430457","","","CAN","40","ID: 398 (0x18e), Length: 3"
"855","0.430463","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"856","0.430465","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"857","0.430467","","","CAN","40","ID: 387 (0x183), Length: 8"
"858","0.431874","","","CAN","40","ID: 323 (0x143), Length: 4"
"859","0.433360","","","CAN","40","ID: 589 (0x24d), Length: 5"
"860","0.433414","","","CAN","40","ID: 149 (0x095), Length: 8"
"861","0.434712","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"862","0.434719","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"863","0.434721","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"864","0.434722","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"865","0.436131","","","CAN","40","ID: 358 (0x166), Length: 4"
"866","0.437445","","","CAN","40","ID: 344 (0x158), Length: 8"
"867","0.437452","","","CAN","40","ID: 353 (0x161), Length: 8"
"868","0.438879","","","CAN","40","ID: 401 (0x191), Length: 7"
"869","0.438885","","","CAN","40","ID: 307 (0x133), Length: 5"
"870","0.438886","","","CAN","40","ID: 310 (0x136), Length: 8"
"871","0.438888","","","CAN","40","ID: 57 (0x039), Length: 2"
"872","0.438889","","","CAN","40","ID: 314 (0x13a), Length: 8"
"873","0.438891","","","CAN","40","ID: 319 (0x13f), Length: 8"
"874","0.438892","","","CAN","40","ID: 356 (0x164), Length: 8"
"875","0.440280","","","CAN","40","ID: 380 (0x17c), Length: 8"
"876","0.440284","","","CAN","40","ID: 398 (0x18e), Length: 3"
"877","0.440286","","","CAN","40","ID: 660 (0x294), Length: 8"
"878","0.440287","","","CAN","40","ID: 542 (0x21e), Length: 7"
"879","0.441698","","","CAN","40","ID: 387 (0x183), Length: 8"
"880","0.441703","","","CAN","40","ID: 323 (0x143), Length: 4"
"881","0.443306","","","CAN","40","ID: 149 (0x095), Length: 8"
"882","0.444656","","","CAN","40","ID: 589 (0x24d), Length: 5"
"883","0.446062","","","CAN","40","ID: 358 (0x166), Length: 4"
"884","0.447481","","","CAN","40","ID: 344 (0x158), Length: 8"
"885","0.447487","","","CAN","40","ID: 353 (0x161), Length: 8"
"886","0.448836","","","CAN","40","ID: 401 (0x191), Length: 7"
"887","0.448842","","","CAN","40","ID: 356 (0x164), Length: 8"
"888","0.448844","","","CAN","40","ID: 307 (0x133), Length: 5"
"889","0.448846","","","CAN","40","ID: 310 (0x136), Length: 8"
"890","0.448847","","","CAN","40","ID: 314 (0x13a), Length: 8"
"891","0.448849","","","CAN","40","ID: 319 (0x13f), Length: 8"
"892","0.450336","","","CAN","40","ID: 380 (0x17c), Length: 8"
"893","0.450342","","","CAN","40","ID: 398 (0x18e), Length: 3"
"894","0.450344","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"895","0.450346","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"896","0.450347","","","CAN","40","ID: 387 (0x183), Length: 8"
"897","0.451736","","","CAN","40","ID: 57 (0x039), Length: 2"
"898","0.451743","","","CAN","40","ID: 323 (0x143), Length: 4"
"899","0.453231","","","CAN","40","ID: 819 (0x333), Length: 7"
"900","0.453239","","","CAN","40","ID: 149 (0x095), Length: 8"
"901","0.454471","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"902","0.454477","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"903","0.454479","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"904","0.455898","","","CAN","40","ID: 589 (0x24d), Length: 5"
"905","0.455907","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"906","0.455910","","","CAN","40","ID: 358 (0x166), Length: 4"
"907","0.457308","","","CAN","40","ID: 344 (0x158), Length: 8"
"908","0.457314","","","CAN","40","ID: 353 (0x161), Length: 8"
"909","0.458723","","","CAN","40","ID: 401 (0x191), Length: 7"
"910","0.458727","","","CAN","40","ID: 307 (0x133), Length: 5"
"911","0.458729","","","CAN","40","ID: 310 (0x136), Length: 8"
"912","0.458730","","","CAN","40","ID: 314 (0x13a), Length: 8"
"913","0.458732","","","CAN","40","ID: 319 (0x13f), Length: 8"
"914","0.459839","","","CAN","40","ID: 356 (0x164), Length: 8"
"915","0.459844","","","CAN","40","ID: 380 (0x17c), Length: 8"
"916","0.459846","","","CAN","40","ID: 398 (0x18e), Length: 3"
"917","0.460962","","","CAN","40","ID: 387 (0x183), Length: 8"
"918","0.462705","","","CAN","40","ID: 323 (0x143), Length: 4"
"919","0.464121","","","CAN","40","ID: 149 (0x095), Length: 8"
"920","0.466162","","","CAN","40","ID: 589 (0x24d), Length: 5"
"921","0.466717","","","CAN","40","ID: 358 (0x166), Length: 4"
"922","0.468377","","","CAN","40","ID: 344 (0x158), Length: 8"
"923","0.468384","","","CAN","40","ID: 353 (0x161), Length: 8"
"924","0.468386","","","CAN","40","ID: 401 (0x191), Length: 7"
"925","0.468387","","","CAN","40","ID: 356 (0x164), Length: 8"
"926","0.468389","","","CAN","40","ID: 307 (0x133), Length: 5"
"927","0.468390","","","CAN","40","ID: 310 (0x136), Length: 8"
"928","0.469797","","","CAN","40","ID: 314 (0x13a), Length: 8"
"929","0.469804","","","CAN","40","ID: 319 (0x13f), Length: 8"
"930","0.469805","","","CAN","40","ID: 380 (0x17c), Length: 8"
"931","0.469807","","","CAN","40","ID: 398 (0x18e), Length: 3"
"932","0.469808","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"933","0.469810","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"934","0.469811","","","CAN","40","ID: 800 (0x320), Length: 3"
"935","0.471113","","","CAN","40","ID: 804 (0x324), Length: 8"
"936","0.471119","","","CAN","40","ID: 892 (0x37c), Length: 8"
"937","0.471121","","","CAN","40","ID: 57 (0x039), Length: 2"
"938","0.471122","","","CAN","40","ID: 387 (0x183), Length: 8"
"939","0.472530","","","CAN","40","ID: 323 (0x143), Length: 4"
"940","0.473946","","","CAN","40","ID: 149 (0x095), Length: 8"
"941","0.473951","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"942","0.475364","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"943","0.475369","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"944","0.475371","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"945","0.476893","","","CAN","40","ID: 358 (0x166), Length: 4"
"946","0.476916","","","CAN","40","ID: 392 (0x188), Length: 4"
"947","0.478309","","","CAN","40","ID: 344 (0x158), Length: 8"
"948","0.478315","","","CAN","40","ID: 353 (0x161), Length: 8"
"949","0.478317","","","CAN","40","ID: 401 (0x191), Length: 7"
"950","0.478319","","","CAN","40","ID: 307 (0x133), Length: 5"
"951","0.478320","","","CAN","40","ID: 310 (0x136), Length: 8"
"952","0.478322","","","CAN","40","ID: 314 (0x13a), Length: 8"
"953","0.479402","","","CAN","40","ID: 319 (0x13f), Length: 8"
"954","0.479408","","","CAN","40","ID: 356 (0x164), Length: 8"
"955","0.479410","","","CAN","40","ID: 380 (0x17c), Length: 8"
"956","0.479412","","","CAN","40","ID: 398 (0x18e), Length: 3"
"957","0.479413","","","CAN","40","ID: 660 (0x294), Length: 8"
"958","0.480502","","","CAN","40","ID: 542 (0x21e), Length: 7"
"959","0.482031","","","CAN","40","ID: 589 (0x24d), Length: 5"
"960","0.482054","","","CAN","40","ID: 387 (0x183), Length: 8"
"961","0.482058","","","CAN","40","ID: 323 (0x143), Length: 4"
"962","0.483441","","","CAN","40","ID: 57 (0x039), Length: 2"
"963","0.483447","","","CAN","40","ID: 149 (0x095), Length: 8"
"964","0.486274","","","CAN","40","ID: 358 (0x166), Length: 4"
"965","0.487707","","","CAN","40","ID: 344 (0x158), Length: 8"
"966","0.487714","","","CAN","40","ID: 353 (0x161), Length: 8"
"967","0.487715","","","CAN","40","ID: 401 (0x191), Length: 7"
"968","0.489063","","","CAN","40","ID: 356 (0x164), Length: 8"
"969","0.489069","","","CAN","40","ID: 307 (0x133), Length: 5"
"970","0.489071","","","CAN","40","ID: 310 (0x136), Length: 8"
"971","0.489072","","","CAN","40","ID: 314 (0x13a), Length: 8"
"972","0.489074","","","CAN","40","ID: 319 (0x13f), Length: 8"
"973","0.489075","","","CAN","40","ID: 380 (0x17c), Length: 8"
"974","0.489077","","","CAN","40","ID: 398 (0x18e), Length: 3"
"975","0.490425","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"976","0.490429","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"977","0.490431","","","CAN","40","ID: 387 (0x183), Length: 8"
"978","0.491843","","","CAN","40","ID: 323 (0x143), Length: 4"
"979","0.493148","","","CAN","40","ID: 589 (0x24d), Length: 5"
"980","0.493156","","","CAN","40","ID: 149 (0x095), Length: 8"
"981","0.494788","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"982","0.494794","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"983","0.494796","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"984","0.494798","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"985","0.495885","","","CAN","40","ID: 358 (0x166), Length: 4"
"986","0.497407","","","CAN","40","ID: 344 (0x158), Length: 8"
"987","0.497413","","","CAN","40","ID: 353 (0x161), Length: 8"
"988","0.498814","","","CAN","40","ID: 401 (0x191), Length: 7"
"989","0.498820","","","CAN","40","ID: 57 (0x039), Length: 2"
"990","0.498822","","","CAN","40","ID: 307 (0x133), Length: 5"
"991","0.498823","","","CAN","40","ID: 310 (0x136), Length: 8"
"992","0.498825","","","CAN","40","ID: 314 (0x13a), Length: 8"
"993","0.498826","","","CAN","40","ID: 319 (0x13f), Length: 8"
"994","0.498828","","","CAN","40","ID: 356 (0x164), Length: 8"
"995","0.500143","","","CAN","40","ID: 380 (0x17c), Length: 8"
"996","0.500150","","","CAN","40","ID: 398 (0x18e), Length: 3"
"997","0.500151","","","CAN","40","ID: 777 (0x309), Length: 8"
"998","0.501658","","","CAN","40","ID: 387 (0x183), Length: 8"
"999","0.501664","","","CAN","40","ID: 323 (0x143), Length: 4"
"1000","0.503135","","","CAN","40","ID: 149 (0x095), Length: 8"
"1001","0.504589","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1002","0.505976","","","CAN","40","ID: 358 (0x166), Length: 4"
"1003","0.507391","","","CAN","40","ID: 344 (0x158), Length: 8"
"1004","0.507396","","","CAN","40","ID: 353 (0x161), Length: 8"
"1005","0.508808","","","CAN","40","ID: 401 (0x191), Length: 7"
"1006","0.508813","","","CAN","40","ID: 307 (0x133), Length: 5"
"1007","0.508815","","","CAN","40","ID: 310 (0x136), Length: 8"
"1008","0.508816","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1009","0.508818","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1010","0.508819","","","CAN","40","ID: 356 (0x164), Length: 8"
"1011","0.510242","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1012","0.510247","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1013","0.510252","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"1014","0.510254","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"1015","0.510255","","","CAN","40","ID: 387 (0x183), Length: 8"
"1016","0.511754","","","CAN","40","ID: 323 (0x143), Length: 4"
"1017","0.513572","","","CAN","40","ID: 57 (0x039), Length: 2"
"1018","0.513579","","","CAN","40","ID: 149 (0x095), Length: 8"
"1019","0.515067","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"1020","0.515073","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"1021","0.515075","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"1022","0.515077","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"1023","0.515716","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1024","0.516371","","","CAN","40","ID: 358 (0x166), Length: 4"
"1025","0.517862","","","CAN","40","ID: 344 (0x158), Length: 8"
"1026","0.517869","","","CAN","40","ID: 353 (0x161), Length: 8"
"1027","0.517871","","","CAN","40","ID: 401 (0x191), Length: 7"
"1028","0.517872","","","CAN","40","ID: 307 (0x133), Length: 5"
"1029","0.519244","","","CAN","40","ID: 310 (0x136), Length: 8"
"1030","0.519252","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1031","0.519254","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1032","0.519255","","","CAN","40","ID: 356 (0x164), Length: 8"
"1033","0.519257","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1034","0.519258","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1035","0.520750","","","CAN","40","ID: 660 (0x294), Length: 8"
"1036","0.520756","","","CAN","40","ID: 542 (0x21e), Length: 7"
"1037","0.520758","","","CAN","40","ID: 387 (0x183), Length: 8"
"1038","0.522149","","","CAN","40","ID: 323 (0x143), Length: 4"
"1039","0.523563","","","CAN","40","ID: 149 (0x095), Length: 8"
"1040","0.526003","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1041","0.526081","","","CAN","40","ID: 358 (0x166), Length: 4"
"1042","0.527216","","","CAN","40","ID: 57 (0x039), Length: 2"
"1043","0.527222","","","CAN","40","ID: 344 (0x158), Length: 8"
"1044","0.528634","","","CAN","40","ID: 353 (0x161), Length: 8"
"1045","0.528641","","","CAN","40","ID: 401 (0x191), Length: 7"
"1046","0.528643","","","CAN","40","ID: 773 (0x305), Length: 2"
"1047","0.528644","","","CAN","40","ID: 307 (0x133), Length: 5"
"1048","0.528646","","","CAN","40","ID: 310 (0x136), Length: 8"
"1049","0.528647","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1050","0.528649","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1051","0.530052","","","CAN","40","ID: 356 (0x164), Length: 8"
"1052","0.530059","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1053","0.530061","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1054","0.530062","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"1055","0.530064","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"1056","0.531487","","","CAN","40","ID: 387 (0x183), Length: 8"
"1057","0.531493","","","CAN","40","ID: 323 (0x143), Length: 4"
"1058","0.534212","","","CAN","40","ID: 149 (0x095), Length: 8"
"1059","0.534219","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"1060","0.534221","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"1061","0.535727","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"1062","0.535734","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"1063","0.537167","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1064","0.537189","","","CAN","40","ID: 358 (0x166), Length: 4"
"1065","0.537194","","","CAN","40","ID: 344 (0x158), Length: 8"
"1066","0.538460","","","CAN","40","ID: 353 (0x161), Length: 8"
"1067","0.538466","","","CAN","40","ID: 401 (0x191), Length: 7"
"1068","0.538468","","","CAN","40","ID: 307 (0x133), Length: 5"
"1069","0.538470","","","CAN","40","ID: 310 (0x136), Length: 8"
"1070","0.538471","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1071","0.539877","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1072","0.539883","","","CAN","40","ID: 356 (0x164), Length: 8"
"1073","0.539884","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1074","0.539886","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1075","0.541297","","","CAN","40","ID: 57 (0x039), Length: 2"
"1076","0.541302","","","CAN","40","ID: 387 (0x183), Length: 8"
"1077","0.541303","","","CAN","40","ID: 323 (0x143), Length: 4"
"1078","0.544239","","","CAN","40","ID: 149 (0x095), Length: 8"
"1079","0.547076","","","CAN","40","ID: 358 (0x166), Length: 4"
"1080","0.547082","","","CAN","40","ID: 344 (0x158), Length: 8"
"1081","0.548676","","","CAN","40","ID: 353 (0x161), Length: 8"
"1082","0.548682","","","CAN","40","ID: 401 (0x191), Length: 7"
"1083","0.548684","","","CAN","40","ID: 307 (0x133), Length: 5"
"1084","0.548685","","","CAN","40","ID: 310 (0x136), Length: 8"
"1085","0.548687","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1086","0.548688","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1087","0.550066","","","CAN","40","ID: 356 (0x164), Length: 8"
"1088","0.550073","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1089","0.550075","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1090","0.550076","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"1091","0.550078","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"1092","0.551483","","","CAN","40","ID: 387 (0x183), Length: 8"
"1093","0.551489","","","CAN","40","ID: 323 (0x143), Length: 4"
"1094","0.552936","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1095","0.552985","","","CAN","40","ID: 819 (0x333), Length: 7"
"1096","0.554192","","","CAN","40","ID: 149 (0x095), Length: 8"
"1097","0.554198","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"1098","0.554200","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"1099","0.555638","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"1100","0.555643","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"1101","0.555645","","","CAN","40","ID: 57 (0x039), Length: 2"
"1102","0.557056","","","CAN","40","ID: 358 (0x166), Length: 4"
"1103","0.557060","","","CAN","40","ID: 344 (0x158), Length: 8"
"1104","0.558487","","","CAN","40","ID: 353 (0x161), Length: 8"
"1105","0.558492","","","CAN","40","ID: 401 (0x191), Length: 7"
"1106","0.558493","","","CAN","40","ID: 307 (0x133), Length: 5"
"1107","0.558495","","","CAN","40","ID: 310 (0x136), Length: 8"
"1108","0.558496","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1109","0.558498","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1110","0.560002","","","CAN","40","ID: 356 (0x164), Length: 8"
"1111","0.560009","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1112","0.560014","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1113","0.560016","","","CAN","40","ID: 660 (0x294), Length: 8"
"1114","0.560018","","","CAN","40","ID: 542 (0x21e), Length: 7"
"1115","0.561526","","","CAN","40","ID: 387 (0x183), Length: 8"
"1116","0.561533","","","CAN","40","ID: 323 (0x143), Length: 4"
"1117","0.563666","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1118","0.564261","","","CAN","40","ID: 149 (0x095), Length: 8"
"1119","0.567200","","","CAN","40","ID: 358 (0x166), Length: 4"
"1120","0.567206","","","CAN","40","ID: 344 (0x158), Length: 8"
"1121","0.568620","","","CAN","40","ID: 353 (0x161), Length: 8"
"1122","0.568626","","","CAN","40","ID: 401 (0x191), Length: 7"
"1123","0.568628","","","CAN","40","ID: 307 (0x133), Length: 5"
"1124","0.568630","","","CAN","40","ID: 310 (0x136), Length: 8"
"1125","0.568631","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1126","0.568633","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1127","0.569939","","","CAN","40","ID: 356 (0x164), Length: 8"
"1128","0.569946","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1129","0.569947","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1130","0.569949","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"1131","0.569950","","","CAN","40","ID: 476 (0x1dc), Length: 4"
"1132","0.569952","","","CAN","40","ID: 800 (0x320), Length: 3"
"1133","0.569953","","","CAN","40","ID: 804 (0x324), Length: 8"
"1134","0.571349","","","CAN","40","ID: 892 (0x37c), Length: 8"
"1135","0.571355","","","CAN","40","ID: 387 (0x183), Length: 8"
"1136","0.571357","","","CAN","40","ID: 323 (0x143), Length: 4"
"1137","0.573944","","","CAN","40","ID: 149 (0x095), Length: 8"
"1138","0.573950","","","CAN","40","ID: 420 (0x1a4), Length: 8"
"1139","0.575623","","","CAN","40","ID: 426 (0x1aa), Length: 8"
"1140","0.575628","","","CAN","40","ID: 432 (0x1b0), Length: 7"
"1141","0.575630","","","CAN","40","ID: 464 (0x1d0), Length: 8"
"1142","0.575631","","","CAN","40","ID: 57 (0x039), Length: 2"
"1143","0.577024","","","CAN","40","ID: 358 (0x166), Length: 4"
"1144","0.578586","","","CAN","40","ID: 344 (0x158), Length: 8"
"1145","0.578592","","","CAN","40","ID: 353 (0x161), Length: 8"
"1146","0.578594","","","CAN","40","ID: 401 (0x191), Length: 7"
"1147","0.578595","","","CAN","40","ID: 307 (0x133), Length: 5"
"1148","0.578597","","","CAN","40","ID: 310 (0x136), Length: 8"
"1149","0.578598","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1150","0.578600","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1151","0.579277","","","CAN","40","ID: 589 (0x24d), Length: 5"
"1152","0.579935","","","CAN","40","ID: 356 (0x164), Length: 8"
"1153","0.579940","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1154","0.579942","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1155","0.581327","","","CAN","40","ID: 387 (0x183), Length: 8"
"1156","0.581333","","","CAN","40","ID: 323 (0x143), Length: 4"
"1157","0.584135","","","CAN","40","ID: 149 (0x095), Length: 8"
"1158","0.586972","","","CAN","40","ID: 358 (0x166), Length: 4"
"1159","0.588352","","","CAN","40","ID: 344 (0x158), Length: 8"
"1160","0.588358","","","CAN","40","ID: 353 (0x161), Length: 8"
"1161","0.588360","","","CAN","40","ID: 401 (0x191), Length: 7"
"1162","0.588362","","","CAN","40","ID: 57 (0x039), Length: 2"
"1163","0.588363","","","CAN","40","ID: 307 (0x133), Length: 5"
"1164","0.588365","","","CAN","40","ID: 310 (0x136), Length: 8"
"1165","0.588366","","","CAN","40","ID: 314 (0x13a), Length: 8"
"1166","0.589802","","","CAN","40","ID: 319 (0x13f), Length: 8"
"1167","0.589807","","","CAN","40","ID: 356 (0x164), Length: 8"
"1168","0.589809","","","CAN","40","ID: 380 (0x17c), Length: 8"
"1169","0.589810","","","CAN","40","ID: 398 (0x18e), Length: 3"
"1170","0.589812","","","CAN","40","ID: 463 (0x1cf), Length: 6"
"1171","0.589813","","","CAN","40","ID: 476 (0x1dc), Length: 4"
